GISJOIN,Object_ID,Name,Address,City,State,ZIP,County,Country
G0400250,4041,SEDONA POLICE DEPARTMENT,100 ROADRUNNER DRIVE,SEDONA,AZ,86336,YAVAPAI,USA
G0400230,1547,SANTA CRUZ COUNTY SHERIFFS OFFICE,1250 NORTH HOHOKAM DRIVE,NOGALES,AZ,85621,SANTA CRUZ,USA
G0400230,826,NOGALES POLICE DEPARTMENT,777 NORTH GRAND AVENUE,NOGALES,AZ,85621,SANTA CRUZ,USA
G0400230,3715,PATAGONIA MARSHALS OFFICE,287 MCKEOWN AVENUE,PATAGONIA,AZ,85624,SANTA CRUZ,USA
G0400070,2379,MIAMI POLICE DEPARTMENT,740 SULLIVAN STREET,MIAMI,AZ,85539,GILA,USA
G0400070,22767,GILA COUNTY SHERIFFS OFFICE / GILA COUNTY JAIL - SOUTH COUNTY,1100 SOUTH STREET,GLOBE,AZ,85501,GILA,USA
G0400070,1266,GLOBE POLICE DEPARTMENT,175 NORTH PINE STREET,GLOBE,AZ,85501,GILA,USA
G0400070,21830,ARIZONA DEPARTMENT OF PUBLIC SAFETY - HIGHWAY PATROL DIVISION - DISTRICT 11,1902 NORTH UNITED STATES HIGHWAY 60,GLOBE,AZ,85501,GILA,USA
G0400070,3869,SAN CARLOS TRIBAL POLICE DEPARTMENT,200 WEST PINAL STREET,SAN CARLOS,AZ,85550,GILA,USA
G0400070,23621,HAYDEN POLICE DEPARTMENT,601 HAYDEN AVENUE,HAYDEN,AZ,85135,GILA,USA
G0400070,15212,GILA COUNTY SHERIFFS OFFICE - ROOSEVELT SUBSTATION,STATE ROUTE 188, MILEPOST 143,ROOSEVELT,AZ,85545,GILA,USA
G0400070,21690,TONTO APACHE TRIBAL POLICE DEPARTMENT,TONTO APACHE RESERVATION #30,PAYSON,AZ,85541,GILA,USA
G0400070,21063,PAYSON POLICE DEPARTMENT,303 NORTH BEELINE HIGHWAY,PAYSON,AZ,85541,GILA,USA
G0400070,21801,GILA COUNTY SHERIFFS OFFICE / GILA COUNTY JAIL - NORTH COUNTY,108 WEST MAIN STREET,PAYSON,AZ,85541,GILA,USA
G0201850,21996,NORTH SLOPE BOROUGH POLICE DEPARTMENT / NORTH SLOPE BOROUGH CORRECTIONAL CENTER,1068 KIOGAK STREET,BARROW,AK,99723,NORTH SLOPE,USA
G0201850,20955,ALASKA STATE TROOPERS - NORTH SLOPE,1265 AGVIK STREET,BARROW,AK,99723,NORTH SLOPE,USA
G0201850,20917,WAINWRIGHT POLICE DEPARTMENT,1239 AIRPORT ROAD,WAINWRIGHT,AK,99782,NORTH SLOPE,USA
G0201850,20918,NORTH SLOPE BOROUGH POLICE DEPARTMENT - ATQASUK,902 TIKIGLUK STREET,ATQASUK,AK,99791,NORTH SLOPE,USA
G0201850,20985,NORTH SLOPE BOROUGH POLICE DEPARTMENT - POINT LAY,226 QIGALIK AVENUE,POINT LAY,AK,99759,NORTH SLOPE,USA
G0201850,20987,NORTH SLOPE BOROUGH POLICE DEPARTMENT - KAKTOVIK,413 4TH STREET,KAKTOVIK,AK,99747,NORTH SLOPE,USA
G0201850,21979,NORTH SLOPE BOROUGH POLICE DEPARTMENT - PRUDHOE BAY,DRILL SITE 12 ROAD,PRUDHOE BAY,AK,99734,NORTH SLOPE,USA
G0201850,20922,NORTH SLOPE BOROUGH POLICE DEPARTMENT - ANAKTUVUK PASS,205 AIRPORT STREET,ANAKTUVUK PASS,AK,99721,NORTH SLOPE,USA
G0400270,458,SAN LUIS POLICE DEPARTMENT,1030 EAST UNION STREET,SAN LUIS,AZ,85349,YUMA,USA
G0400270,1355,UNITED STATES BUREAU OF INDIAN AFFAIRS - COCOPAH TRIBAL POLICE DEPARTMENT,WEST COUNTY 15TH STREET AND SOUTH AVENUE G,SOMERTON,AZ,85350,YUMA,USA
G0400270,22638,SOMERTON POLICE DEPARTMENT,445 EAST MAIN STREET,SOMERTON,AZ,85350,YUMA,USA
G0400270,4132,ARIZONA WESTERN COLLEGE POLICE DEPARTMENT,9500 SOUTH AVENUE 8 EAST,YUMA,AZ,85365,YUMA,USA
G0400270,1666,WELLTON POLICE DEPARTMENT,28618 OAKLAND AVENUE,WELLTON,AZ,85356,YUMA,USA
G0400270,21709,ARIZONA DEPARTMENT OF PUBLIC SAFETY - HIGHWAY PATROL DIVISION - DISTRICT 4,2111 EAST GILA RIDGE ROAD,YUMA,AZ,85365,YUMA,USA
G0400270,22962,YUMA POLICE DEPARTMENT,1500 SOUTH 1ST AVENUE,YUMA,AZ,85364,YUMA,USA
G0400270,1386,YUMA COUNTY SHERIFFS OFFICE / YUMA COUNTY DETENTION CENTER,141 SOUTH 3RD AVENUE,YUMA,AZ,85364,YUMA,USA
G0500010,4548,SAINT CHARLES POLICE DEPARTMENT,610 BROADWAY STREET,SAINT CHARLES,AR,72140,ARKANSAS,USA
G0500010,22138,GILLETT POLICE DEPARTMENT,209 WEST MAIN STREET,GILLETT,AR,72055,ARKANSAS,USA
G0500010,22345,ARKANSAS COUNTY SHERIFF - SOUTHERN DISTRICT,1000 RICE BELT AVENUE,DEWITT,AR,72042,ARKANSAS,USA
G0500010,22325,DE WITT POLICE DEPARTMENT,120 COURT SQUARE,DE WITT,AR,72042,ARKANSAS,USA
G0500010,2498,STUTTGART POLICE DEPARTMENT,514 SOUTH MAIN STREET,STUTTGART,AR,72160,ARKANSAS,USA
G0500010,22242,HUMPHREY POLICE DEPARTMENT,113 SOUTH DIVISION STREET,HUMPHREY,AR,72073,ARKANSAS,USA
G0500010,14606,ARKANSAS COUNTY SHERIFFS OFFICE,312 SOUTH COLLEGE STREET,STUTTGART,AR,72160,ARKANSAS,USA
G0500050,22324,GASSVILLE POLICE DEPARTMENT,204 SOUTH SCHOOL STREET,GASSVILLE,AR,72635,BAXTER,USA
G0500050,22225,COTTER POLICE DEPARTMENT,115 MCLEAN AVENUE,COTTER,AR,72626,BAXTER,USA
G0500050,22216,LAKEVIEW POLICE DEPARTMENT,14 SKYLES LANE,LAKEVIEW,AR,72642,BAXTER,USA
G0500050,4479,BAXTER COUNTY CONSTABLE - DISTRICT 2,474CR. 1175,MOUNTAIN HOME,AR,72653,BAXTER,USA
G0500050,758,BAXTER COUNTY SHERIFFS OFFICE,904 UNITED STATES HIGHWAY 62 BUISNESS ROUTE SOUTHWEST,MOUNTAIN HOME,AR,72653,BAXTER,USA
G0500050,760,MOUNTAIN HOME POLICE DEPARTMENT,103 WEST 9TH STREET,MOUNTAIN HOME,AR,72653,BAXTER,USA
G0500030,4539,MONTROSE POLICE DEPARTMENT,305 EAST 2ND STREET,MONTROSE,AR,71658,ASHLEY,USA
G0500030,14599,PORTLAND POLICE DEPARTMENT,227 NORTH MAIN STREET,PORTLAND,AR,71663,ASHLEY,USA
G0500030,22004,ASHLEY COUNTY SHERIFFS OFFICE,842 ASHLEY ROAD 12 WEST,HAMBURG,AR,71646,ASHLEY,USA
G0500030,22240,HAMBURG POLICE DEPARTMENT,305 EAST ADAMS STREET,HAMBURG,AR,71646,ASHLEY,USA
G0500030,20728,FOUNTAIN HILL POLICE DEPARTMENT,201 PINE STREET,FOUNTAIN HILL,AR,71642,ASHLEY,USA
G0500030,22277,CROSSETT POLICE DEPARTMENT,307 MAIN STREET,CROSSETT,AR,71635,ASHLEY,USA
G0500030,757,WILMOT POLICE DEPARTMENT,116 NORTHWEST MAIN,WILMOT,AR,71676,ASHLEY,USA
G0202750,20933,WRANGELL POLICE DEPARTMENT,431 ZIMOVIA HIGHWAY,WRANGELL,AK,99929,WRANGELL,USA
G0202750,20924,ALASKA STATE TROOPERS - WRANGELL,FRONT STREET,WRANGELL,AK,99929,WRANGELL,USA
G0200630,20944,ALASKA STATE TROOPERS - VALDEZ,MEALS AVENUE,VALDEZ,AK,99686,VALDEZ-CORDOVA,USA
G0200630,20936,VALDEZ POLICE DEPARTMENT,212 CHENEGA AVENUE,VALDEZ,AK,99686,VALDEZ-CORDOVA,USA
G0200630,20959,ALASKA STATE TROOPERS - CORDOVA,711 1ST STREET,CORDOVA,AK,99574,VALDEZ-CORDOVA,USA
G0200630,20926,CORDOVA POLICE DEPARTMENT,602 RAILROAD AVENUE,CORDOVA,AK,99574,VALDEZ-CORDOVA,USA
G0200630,20948,WHITTIER POLICE DEPARTMENT,100 KENAI STREET,WHITTIER,AK,99693,VALDEZ-CORDOVA,USA
G0500070,22147,BELLA VISTA POLICE DEPARTMENT,101 TOWNCENTER,BELLA VISTA,AR,72714,BENTON,USA
G0500070,22146,HIGHFILL POLICE DEPARTMENT,11978 HIGHFILL AVE,GENTRY,AR,72734,BENTON,USA
G0500070,22217,NORTHWEST ARKANSAS REGIONAL AIRPORT POLICE DEPARTMENT,ONE AIRPORT BOULEVARD, SUITE 100,BENTONVILLE,AR,72712,BENTON,USA
G0500070,22304,CENTERTON POLICE DEPARTMENT,753 WEST CENTERTON BOULEVARD,CENTERTON,AR,72719,BENTON,USA
G0500070,20746,BENTON COUNTY SHERIFFS OFFICE - BELLA VISTA DIVISION,1300 SW 14TH ST,BELLA VISTA,AR,72715,BENTON,USA
G0500070,22010,BENTON COUNTY SHERIFFS OFFICE,1301 SOUTHWEST 14TH STREET,BENTONVILLE,AR,72712,BENTON,USA
G0500070,22139,BENTONVILLE POLICE DEPARTMENT,908 SOUTHEAST 14TH STREET,BENTONVILLE,AR,72712,BENTON,USA
G0500070,22234,NORTHWEST ARKANSAS COMMUNITY COLLEGE,1 COLLEGE DRIVE, BURNS HALL,BENTONVILLE,AR,72712,BENTON,USA
G0500070,22283,CAVE SPRINGS POLICE DEPARTMENT,137 NORTH MAIN STREET,CAVE SPRINGS,AR,72718,BENTON,USA
G0500070,21055,BETHEL HEIGHTS POLICE DEPARTMENT,675 SUNRISE DRIVE,BETHEL HEIGHTS,AR,72764,BENTON,USA
G0500070,22290,LOWELL POLICE DEPARTMENT,214 NORTH LINCOLN STREET,LOWELL,AR,72745,BENTON,USA
G0500070,1607,ROGERS POLICE DEPARTMENT,1905 SOUTH DIXIELAND ROAD,ROGERS,AR,72758,BENTON,USA
G0500070,759,PEA RIDGE POLICE DEPARTMENT,227 WEST PICKENS ROAD,PEA RIDGE,AR,72751,BENTON,USA
G0500070,4043,LITTLE FLOCK POLICE DEPARTMENT,1500 LITTLE FLOCK DRIVE,ROGERS,AR,72756,BENTON,USA
G0500070,1611,SILOAM SPRINGS POLICE DEPARTMENT,410 NORTH BROADWAY STREET,SILOAM SPRINGS,AR,72761,BENTON,USA
G0500070,22268,GENTRY POLICE DEPARTMENT,100 EAST MAIN STREET,GENTRY,AR,72734,BENTON,USA
G0500070,22255,DECATUR POLICE DEPARTMENT,310 MAPLE AVENUE,DECATUR,AR,72722,BENTON,USA
G0500070,22343,GRAVETTE POLICE DEPARTMENT,201 MAIN STREET SOUTHEAST,GRAVETTE,AR,72736,BENTON,USA
G0500070,1606,SULPHUR SPRINGS POLICE DEPARTMENT,105 STATE HIGHWAY 59,SULPHUR SPRINGS,AR,72768,BENTON,USA
G0500090,22338,DIAMOND CITY POLICE DEPARTMENT,232 GRAND AVENUE,DIAMOND CITY,AR,72644,BOONE,USA
G0500090,20741,ALPENA POLICE DEPARTMENT,107 STATE HIGHWAY 62 EAST,ALPENA,AR,72611,BOONE,USA
G0500090,21254,ARKANSAS STATE POLICE TROOP I,2724 AIRPORT ROAD,HARRISON,AR,72601,BOONE,USA
G0500090,22215,HARRISON POLICE DEPARTMENT,116 SOUTH SPRING STREET,HARRISON,AR,72601,BOONE,USA
G0500090,22143,BOONE COUNTY SHERIFFS OFFICE,400 EAST PROSPECT STREET,HARRISON,AR,72601,BOONE,USA
G0500110,22243,HERMITAGE POLICE DEPARTMENT,200 WALNUT STREET,HERMITAGE,AR,71647,BRADLEY,USA
G0500110,14559,ARKANSAS STATE POLICE TROOP F,1237 NORTH MYRTLE STREET,WARREN,AR,71671,BRADLEY,USA
G0500110,4265,WARREN POLICE DEPARTMENT,200 ALABAMA STREET,WARREN,AR,71671,BRADLEY,USA
G0500110,764,BRADLEY COUNTY SHERIFFS OFFICE,107 NORTH MYRTLE STREET,WARREN,AR,71671,BRADLEY,USA
G0500390,22127,FORDYCE POLICE DEPARTMENT,101 SOUTH MAIN STREET,FORDYCE,AR,71742,DALLAS,USA
G0500390,22119,DALLAS COUNTY SHERIFFS OFFICE,106 SOUTH CHARLOTTE,FORDYCE,AR,71742,DALLAS,USA
G0500390,14597,SPARKMAN POLICE DEPARTMENT,110 EAST MAIN STREET,SPARKMAN,AR,71763,DALLAS,USA
G0500150,20716,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT - NORTHWEST REGIONAL OFFICE,455 DAM SITE ROAD,EUREKA SPRINGS,AR,72631,CARROLL,USA
G0500150,22326,GREEN FOREST POLICE DEPARTMENT,210 PHILLIPS AVENUE,GREEN FOREST,AR,72638,CARROLL,USA
G0500150,22008,CARROLL COUNTY SHERIFFS OFFICE,205 HAILEY ROAD,BERRYVILLE,AR,72616,CARROLL,USA
G0500150,22230,BERRYVILLE POLICE DEPARTMENT,303 EAST MADISON AVENUE,BERRYVILLE,AR,72616,CARROLL,USA
G0500150,22305,EUREKA SPRINGS POLICE DEPARTMENT,147 PASSION PLAY ROAD,EUREKA SPRINGS,AR,72632,CARROLL,USA
G0500170,22271,EUDORA POLICE DEPARTMENT,225 SOUTH MAIN STREET,EUDORA,AR,71640,CHICOT,USA
G0500170,22311,CHICOT COUNTY SHERIFFS OFFICE,513 MAIN STREET,LAKE VILLAGE,AR,71653,CHICOT,USA
G0500170,22279,LAKE VILLAGE POLICE DEPARTMENT,514 CHURCH STREET,LAKE VILLAGE,AR,71653,CHICOT,USA
G0500170,22256,DERMOTT POLICE DEPARTMENT,112 NORTH FREEMAN STREET,DERMOTT,AR,71638,CHICOT,USA
G0500310,22266,BONO POLICE DEPARTMENT,241 EAST COLLEGE STREET,BONO,AR,72416,CRAIGHEAD,USA
G0500310,22278,CRAIGHEAD COUNTY SHERIFFS OFFICE,901 WILLETT ROAD,JONESBORO,AR,72401,CRAIGHEAD,USA
G0500310,22360,JONESBORO POLICE DEPARTMENT,410 WEST WASHINGTON AVENUE,JONESBORO,AR,72401,CRAIGHEAD,USA
G0500310,22364,ARKANSAS STATE UNIVERSITY POLICE DEPARTMENT,623 UNIVERSITY LOOP EAST,JONESBORO,AR,72401,CRAIGHEAD,USA
G0500310,20786,ARKANSAS STATE POLICE TROOP C,2216 ACCESS ROAD,JONESBORO,AR,72401,CRAIGHEAD,USA
G0500310,20778,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT - NORTHEAST REGIONAL OFFICE,2920 MCCLELLAN DRIVE, SUITE 1280,JONESBORO,AR,72401,CRAIGHEAD,USA
G0500310,22375,CRAIGHEAD COUNTY CONSTABLE - DISTRICT 1,2106 DENVER RD,JONESBORO,AR,72401,CRAIGHEAD,USA
G0500310,22254,BAY POLICE DEPARTMENT,224 ELDER STREET,BAY,AR,72411,CRAIGHEAD,USA
G0500310,22270,BROOKLAND POLICE DEPARTMENT,309 NORTH BERNIS STREET,BROOKLAND,AR,72417,CRAIGHEAD,USA
G0500310,20730,CRAIGHEAD COUNTY SHERIFFS OFFICE - EAST,107 COBEAN BOULEVARD,LAKE CITY,AR,72437,CRAIGHEAD,USA
G0500310,22328,LAKE CITY POLICE DEPARTMENT,406 COURT STREET,LAKE CITY,AR,72437,CRAIGHEAD,USA
G0500310,21874,CARAWAY POLICE DEPARTMENT,102 EAST STATE STREET,CARAWAY,AR,72419,CRAIGHEAD,USA
G0500310,22895,MONETTE POLICE DEPARTMENT,1 WEST DREW AVENUE,MONETTE,AR,72447,CRAIGHEAD,USA
G0500270,22009,COLUMBIA COUNTY DETENTION CENTER / COLUMBIA COUNTY SHERIFFS,82 COLUMBIA ROAD 300,MAGNOLIA,AR,71753,COLUMBIA,USA
G0500270,1591,WALDO POLICE DEPARTMENT,308 EAST MAIN,WALDO,AR,71770,COLUMBIA,USA
G0500270,20760,MAGNOLIA HOUSING AUTHORITY,100 MEADOWBROOK LANE,MAGNOLIA,AR,71753,COLUMBIA,USA
G0500270,22213,SOUTHERN ARKANSAS UNIVERSITY POLICE DEPARTMENT,100 EAST UNIVERSITY STREET, BRUCE CENTER,MAGNOLIA,AR,71753,COLUMBIA,USA
G0500270,22340,MAGNOLIA POLICE DEPARTMENT,206 NORTH JACKSON STREET,MAGNOLIA,AR,71753,COLUMBIA,USA
G0500190,22315,CLARK COUNTY SHERIFFS OFFICE,406 SOUTH 5TH STREET,ARKADELPHIA,AR,71923,CLARK,USA
G0500190,22248,ARKADELPHIA POLICE DEPARTMENT,514 CLAY STREET,ARKADELPHIA,AR,71923,CLARK,USA
G0500190,22319,CADDO VALLEY POLICE DEPARTMENT,137 MALVERN ROAD,ARKADELPHIA,AR,71923,CLARK,USA
G0500190,22330,HENDERSON STATE UNIVERSITY POLICE DEPARTMENT,1125 HENDERSON STREET,ARKADELPHIA,AR,71999,CLARK,USA
G0500190,22348,GURDON POLICE DEPARTMENT,103 EAST MAPLE STREET,GURDON,AR,71743,CLARK,USA
G0500190,22322,AMITY POLICE DEPARTMENT,121 EAST THOMPSON STREET,AMITY,AR,71921,CLARK,USA
G0500130,22306,CALHOUN COUNTY SHERIFFS OFFICE,449 9TH STREET,HAMPTON,AR,71744,CALHOUN,USA
G0500130,22210,SOUTHERN ARKANSAS UNIVERSITY TECH POLICE DEPARTMENT,100 CARR ROAD, BUSINESS BUILDING,CAMDEN,AR,71701,CALHOUN,USA
G0500130,22233,HAMPTON POLICE DEPARTMENT,121 NORTH 2ND STREET,HAMPTON,AR,71744,CALHOUN,USA
G0500210,4531,PIGGOTT POLICE DEPARTMENT,194 WEST COURT STREET,PIGGOTT,AR,72454,CLAY,USA
G0500210,4537,CLAY COUNTY SHERIFFS OFFICE,268 SOUTH 2ND AVENUE,PIGGOTT,AR,72454,CLAY,USA
G0500210,1596,RECTOR POLICE DEPARTMENT,407 SOUTH STEWART AVENUE,RECTOR,AR,72461,CLAY,USA
G0500210,22002,CORNING POLICE DEPARTMENT,308 WEST MAIN STREET,CORNING,AR,72422,CLAY,USA
G0500210,20761,CLAY COUNTY SHERIFFS DEPARTMENT,800 SOUTHWEST 2ND STREET,CORNING,AR,72422,CLAY,USA
G0500290,14621,OPPELO POLICE DEPARTMENT,8 MUNICIPAL DRIVE,OPPELO,AR,72110,CONWAY,USA
G0500290,3057,MORRILTON POLICE DEPARTMENT,212 NORTH MOOSE STREET,MORRILTON,AR,72110,CONWAY,USA
G0500290,2201,CONWAY COUNTY SHERIFFS OFFICE,1823 STATE HIGHWAY 113,MORRILTON,AR,72110,CONWAY,USA
G0500290,21571,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON POLICE DEPARTMENT,CENTRAL DRIVE, PUBLIC SAFETY BUILDING,MORRILTON,AR,72110,CONWAY,USA
G0500290,749,PLUMERVILLE POLICE DEPARTMENT,101 WEST CHURCH STREET,PLUMERVILLE,AR,72127,CONWAY,USA
G0500290,2497,MENIFEE POLICE DEPARTMENT,68 NORTH MUSTANG DRIVE,MENIFEE,AR,72107,CONWAY,USA
G0202200,20935,ALASKA STATE TROOPERS - SITKA,4775 HALIBUT POINT ROAD,SITKA,AK,99835,SITKA,USA
G0202200,22605,SITKA POLICE DEPARTMENT,304 LAKE STREET, ROOM 102,SITKA,AK,99835,SITKA,USA
G0500330,4541,MULBERRY POLICE DEPARTMENT,207 NORTH MAIN STREET,MULBERRY,AR,72947,CRAWFORD,USA
G0500330,4064,VAN BUREN POLICE DEPARTMENT,111 SOUTH 11TH STREET,VAN BUREN,AR,72956,CRAWFORD,USA
G0500330,2499,CRAWFORD COUNTY SHERIFFS OFFICE,317 MAIN STREET,VAN BUREN,AR,72956,CRAWFORD,USA
G0500330,14617,ARKANSAS HIGHWAY POLICE - VAN BUREN STATION,9605 INTERSTATE HIGHWAY 40,VAN BUREN,AR,72956,CRAWFORD,USA
G0500330,4544,CITY OF KIBLER POLICE DEPARTMENT,50 OAK TERRACE,VAN BUREN,AR,72956,CRAWFORD,USA
G0500330,22232,ALMA POLICE DEPARTMENT,804 FAYETTEVILLE AVENUE,ALMA,AR,72921,CRAWFORD,USA
G0500330,20752,DYER POLICE DEPARTMENT,305 WASHINGTON STREET,DYER,AR,72935,CRAWFORD,USA
G0500330,4534,MOUNTAINBURG POLICE DEPARTMENT,101 UNITED STATES HIGHWAY 71 SOUTHWEST,MOUNTAINBURG,AR,72946,CRAWFORD,USA
G0500370,20753,CHERRY VALLEY POLICE DEPARTMENT,166 STATE HIGHWAY 1 BUSINESS ROUTE,CHERRY VALLEY,AR,72324,CROSS,USA
G0500370,3059,CROSS COUNTY SHERIFFS OFFICE,705 EAST UNION AVENUE, ROOM 11,WYNNE,AR,72396,CROSS,USA
G0500370,1613,WYNNE POLICE DEPARTMENT,206 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,CROSS,USA
G0500370,4065,PARKIN POLICE DEPARTMENT,122 WILSON STREET,PARKIN,AR,72373,CROSS,USA
G0500250,4543,RISON POLICE DEPARTMENT,405 MAIN STREET,RISON,AR,71665,CLEVELAND,USA
G0500250,763,CLEVELAND COUNTY SHERIFFS OFFICE,20 EAST MAGNOLIA STREET,RISON,AR,71665,CLEVELAND,USA
G0500250,20734,KINGSLAND POLICE DEPARTMENT,2ND STREET AT LARCH STREET,KINGSLAND,AR,71652,CLEVELAND,USA
G0500230,22339,GREERS FERRY POLICE DEPARTMENT,8739 EDGEMONT ROAD,GREERS FERRY,AR,72067,CLEBURNE,USA
G0500230,20772,CONCORD CITY MARSHAL,75 CENTRAL STREET,CONCORD,AR,72523,CLEBURNE,USA
G0500230,22294,CLEBURNE COUNTY SHERIFFS OFFICE,914 SOUTH 9TH STREET,HEBER SPRINGS,AR,72543,CLEBURNE,USA
G0500230,22280,HEBER SPRINGS POLICE DEPARTMENT,1001 WEST MAIN STREET,HEBER SPRINGS,AR,72543,CLEBURNE,USA
G0500230,4526,QUITMAN POLICE DEPARTMENT,5 2ND STREET,QUITMAN,AR,72131,CLEBURNE,USA
G0500350,20733,EDMONDSON POLICE DEPARTMENT,61 WATERFORD STREET,EDMONDSON,AR,72332,CRITTENDEN,USA
G0500350,14619,CRITTENDEN COUNTY DRUG TASK FORCE,350 AFCO ROAD,WEST MEMPHIS,AR,72301,CRITTENDEN,USA
G0500350,22903,CRITTENDEN COUNTY SHERIFFS OFFICE,350 AFCO ROAD,WEST MEMPHIS,AR,72301,CRITTENDEN,USA
G0500350,4060,WEST MEMPHIS POLICE DEPARTMENT,626 EAST BROADWAY BOULEVARD,WEST MEMPHIS,AR,72301,CRITTENDEN,USA
G0500350,15220,ARKANSAS HIGHWAY POLICE - RIVERSIDE STATION,100 INTERSTATE HIGHWAY 40,WEST MEMPHIS,AR,72301,CRITTENDEN,USA
G0500350,14616,ARKANSAS HIGHWAY POLICE - BRIDGEPORT STATION,100 INTERSTATE HIGHWAY 55,WEST MEMPHIS,AR,72301,CRITTENDEN,USA
G0500350,20729,GILMORE POLICE DEPARTMENT,97 FRONT STREET,GILMORE,AR,72339,CRITTENDEN,USA
G0500350,1609,TURRELL POLICE DEPARTMENT,160 EUREKA STREET,TURRELL,AR,72384,CRITTENDEN,USA
G0500350,1616,MARION POLICE DEPARTMENT,14 MILITARY ROAD,MARION,AR,72364,CRITTENDEN,USA
G0500350,14594,SUNSET POLICE DEPARTMENT,300 JOHN H JOHNSON BOULEVARD,SUNSET,AR,72364,CRITTENDEN,USA
G0500350,20727,JERICHO POLICE DEPARTMENT,31 WALLACE AVENUE,JERICHO,AR,72327,CRITTENDEN,USA
G0500350,22142,EARLE POLICE DEPARTMENT,1004 2ND STREET,EARLE,AR,72331,CRITTENDEN,USA
G0500450,21372,UNIVERSITY OF CENTRAL ARKANSAS POLICE,201 DONAGHEY AVENUE,CONWAY,AR,72035,FAULKNER,USA
G0500450,22214,DAMASCUS POLICE DEPARTMENT,5 SOUTH BROADWAY,DAMASCUS,AR,72039,FAULKNER,USA
G0500450,22207,GUY POLICE DEPARTMENT,405 STATE HIGHWAY 25 NORTH,GREENBRIER,AR,72058,FAULKNER,USA
G0500450,22231,GREENBRIER POLICE DEPARTMENT,11 WILSON FARM ROAD,GREENBRIER,AR,72058,FAULKNER,USA
G0500450,22011,FAULKNER COUNTY SHERIFFS OFFICE,801 LOCUST STREET,CONWAY,AR,72034,FAULKNER,USA
G0500450,22136,CONWAY POLICE DEPARTMENT,1105 PRAIRIE STREET,CONWAY,AR,72032,FAULKNER,USA
G0500450,3055,VILONIA POLICE DEPARTMENT,18 BISE DRIVE,VILONIA,AR,72173,FAULKNER,USA
G0500450,14610,ARKANSAS GAME AND FISH ENFORCEMENT,213 STATE HIGHWAY 89 SOUTH, BUILDING A,MAYFLOWER,AR,72106,FAULKNER,USA
G0500450,4070,MAYFLOWER POLICE DEPARTMENT,2 ASHMORE DRIVE,MAYFLOWER,AR,72106,FAULKNER,USA
G0500410,22337,ARKANSAS CITY POLICE DEPARTMENT,606 SPRAGUE STREET,ARKANSAS CITY,AR,71630,DESHA,USA
G0500410,22332,DESHA COUNTY SHERIFFS OFFICE,604 PRESIDENT STREET,ARKANSAS CITY,AR,71630,DESHA,USA
G0500410,4527,REED POLICE DEPARTMENT,868 UNITED STATES HIGHWAY 65,TILLAR,AR,71670,DESHA,USA
G0500410,2501,MCGEHEE POLICE DEPARTMENT,2412 STATE HIGHWAY 65 NORTH,MCGEHEE,AR,71654,DESHA,USA
G0500410,21757,DUMAS POLICE DEPARTMENT,149 EAST WATERMAN STREET,DUMAS,AR,71639,DESHA,USA
G0500410,20775,MITCHELLVILLE POLICE DEPARTMENT,216 EMILY BOWEN DRIVE,DUMAS,AR,71639,DESHA,USA
G0500410,20773,SOUTHEAST ARKANSAS LAW ENFORCEMENT CENTER-DESHA COUNTY SHERIFF SUBSTATION,605 UNITED STATES HIGHWAY 65,DUMAS,AR,71639,DESHA,USA
G0500410,20756,SOUTHEAST ARKANSAS LAW ENFORCEMENT CENTER - ALCOHOL TOBACCO FIREARMS AND EXPLOSIVES,605 UNITED STATES HIGHWAY 65,DUMAS,AR,71639,DESHA,USA
G0500410,20720,SOUTHEAST ARKANSAS LAW ENFORCEMENT CENTER- HIGHWAY PATROL STATION,605 UNITED STATES HIGHWAY 65,DUMAS,AR,71639,DESHA,USA
G0500410,20770,SOUTHEAST ARKANSAS LAW ENFORCEMENT CENTER- STATE POLICE TROOP E,605 UNITED STATES HIGHWAY 65,DUMAS,AR,71639,DESHA,USA
G0500430,21296,UNIVERSITY OF AR MONTICELLO,284 SOUTH UNIVERSITY DRIVE,MONTICELLO,AR,71655,DREW,USA
G0500430,3053,MONTICELLO POLICE DEPARTMENT,101 NORTH CHURCH STREET,MONTICELLO,AR,71655,DREW,USA
G0500430,2494,DREW COUNTY SHERIFFS OFFICE,210 SOUTH MAIN STREET,MONTICELLO,AR,71655,DREW,USA
G0500430,14602,ARKANSAS GAME AND FISH COMMISSION LAW ENFORCEMENT - SOUTHEAST REGIONAL OFFICE,771 JORDAN DRIVE,MONTICELLO,AR,71655,DREW,USA
G0201500,20957,ALASKA STATE TROOPERS - KODIAK,2921 MILL BAY ROAD,KODIAK,AK,99615,KODIAK ISLAND,USA
G0201500,21992,KODIAK POLICE DEPARTMENT,217 LOWER MILL BAY ROAD,KODIAK,AK,99615,KODIAK ISLAND,USA
G0500770,4535,LEE COUNTY SHERIFFS OFFICE,15 EAST CHESTNUT STREET,MARIANNA,AR,72360,LEE,USA
G0500770,4536,MARIANNA POLICE DEPARTMENT,35 POPLAR ST,MARIANNA,AR,72360,LEE,USA
