GISJOIN,FID,Name,Address,City,State,ZIP,County,Country
G2400030,17608,MAVEN ACADEMY THE,1908 FOREST DR STE 2J,ANNAPOLIS,MD,21401,ANNE ARUNDEL,USA
G2400030,4678,BOOK OF LIFE ACADEMY,913 CEDAR PARK RD,ANNAPOLIS,MD,21401,ANNE ARUNDEL,USA
G2400030,16880,WEEMS CREEK NURSERY SCHOOL & KINDERGARTEN,238 KIRKLEY RD,ANNAPOLIS,MD,21401,ANNE ARUNDEL,USA
G2400030,21486,ANNAPOLIS AREA CHRISTIAN SCHL,710 RIDGELY AVE,ANNAPOLIS,MD,21401,ANNE ARUNDEL,USA
G2400030,4691,ANNAPOLIS AREA CHRISTIAN SCHOOL,109 BURNS CROSSING RD,SEVERN,MD,21144,ANNE ARUNDEL,USA
G2400030,21485,ANNAPOLIS AREA CHRISTIAN,716 BESTGATE RD,ANNAPOLIS,MD,21401,ANNE ARUNDEL,USA
G2400030,4673,MONTESSORI INTERNATIONAL CHILDRENS HOUSE,1641 N WINCHESTER RD,ANNAPOLIS,MD,21409,ANNE ARUNDEL,USA
G2400030,4680,NAVAL ACADEMY PRIMARY SCHOOL,74 GREENBURY POINT RD,ANNAPOLIS,MD,21402,ANNE ARUNDEL,USA
G2400030,4690,ST MARGARET'S DAY SCHOOL,1605 PLEASANT PLAINS RD,ANNAPOLIS,MD,21409,ANNE ARUNDEL,USA
G2400030,4689,ARNOLD CHRISTIAN ACADEMY,365 JONES STATION RD,ARNOLD,MD,21012,ANNE ARUNDEL,USA
G2400030,4671,LAKE SHORE CHRISTIAN ACADEMY,860 SWIFT RD,PASADENA,MD,21122,ANNE ARUNDEL,USA
G2400030,4683,ST JOHN THE EVANGELIST SCHOOL,669 RITCHIE HWY,SEVERNA PARK,MD,21146,ANNE ARUNDEL,USA
G2400030,4688,INDIAN CREEK SCHOOL,680 EVERGREEN RD,CROWNSVILLE,MD,21032,ANNE ARUNDEL,USA
G2400030,21514,HIGH ROAD SCHOOL OF ANNE ARUNDEL COUNTY,1131 BENFIELD BLVD,MILLERSVILLE,MD,21108,ANNE ARUNDEL,USA
G2400030,16860,FORBUSH SCHOOL AT ANNE ARUNDEL THE,648 OLD MILL RD,MILLERSVILLE,MD,21108,ANNE ARUNDEL,USA
G2400030,4675,ELVATON CHRISTIAN ACADEMY,8422 ELVATON RD,MILLERSVILLE,MD,21108,ANNE ARUNDEL,USA
G2400030,4682,EDINBORO EARLY SCHOOL,380 JUMPERS HOLE RD,SEVERNA PARK,MD,21146,ANNE ARUNDEL,USA
G2400030,14007,ST MARTIN'S-IN-THE-FIELD EPISCOPAL SCHOOL,375A BENFIELD RD,SEVERNA PARK,MD,21146,ANNE ARUNDEL,USA
G2400030,4687,CALVARY BAPTIST CHURCH ACADEMY,407 MARLEY STATION RD,GLEN BURNIE,MD,21060,ANNE ARUNDEL,USA
G2400030,4666,GRANITE BAPTIST SCHOOL,7823 OAKWOOD RD,GLEN BURNIE,MD,21061,ANNE ARUNDEL,USA
G2400030,4686,ST PAULS LUTHERAN SCHOOL,308 OAK MANOR DR STE 1,GLEN BURNIE,MD,21061,ANNE ARUNDEL,USA
G2400030,14580,FAITH BAPTIST CHILD DEVELOPMENT CENTER,7378 E FURNACE BRANCH RD,GLEN BURNIE,MD,21060,ANNE ARUNDEL,USA
G2400030,4663,MONSIGNOR SLADE CATHOLIC SCHOOL,120 DORSEY RD,GLEN BURNIE,MD,21061,ANNE ARUNDEL,USA
G2400030,4685,ST JANE FRANCIS SCHOOL,8513 ST JANE DR,PASADENA,MD,21122,ANNE ARUNDEL,USA
G2400030,4665,THE HARBOUR SCHOOL AT ANNAPOLIS,1277 GREEN HOLLY DR,ANNAPOLIS,MD,21409,ANNE ARUNDEL,USA
G2400330,5349,ST MARY OF THE ASSUMPTION SCHOOL,4610 LARGO RD,UPPER MARLBORO,MD,20772,PRINCE GEORGE'S,USA
G2400330,5364,RIVERDALE BAPTIST SCHOOL,1133 LARGO RD,UPPER MARLBORO,MD,20774,PRINCE GEORGE'S,USA
G2400330,17594,CAPITOL CHRISTIAN ACADEMY,610 LARGO RD,UPPER MARLBORO,MD,20774,PRINCE GEORGE'S,USA
G2400330,5374,DIVINE PEACE ELEMENTARY SCHOOL,1500 BROWN STATION RD,LARGO,MD,20774,PRINCE GEORGE'S,USA
G2400330,5324,EXCELLENCE CHRISTIAN SCHOOL,9010 FRANK TIPPETT RD,UPPER MARLBORO,MD,20772,PRINCE GEORGE'S,USA
G2400330,5347,MARYLAND GOSPEL ASSEMBLY SCHOOL,12406 BRANDYWINE RD,BRANDYWINE,MD,20613,PRINCE GEORGE'S,USA
G2400330,5329,BEDDOW HIGH SCHOOL,501 BRYAN PT. RD,ACCOKEEK,MD,20607,PRINCE GEORGE'S,USA
G2400330,5385,BEDDOW SCHOOL - FT WASHINGTON CAMPUS,8600 LOUGHRAN RD,FT WASHINGTON,MD,20744,PRINCE GEORGE'S,USA
G2400330,14582,FORBUSH SCHOOL AT PRINCE GEORGES COUNTY,4819 WALDEN LN STE 4880,LANHAM,MD,20706,PRINCE GEORGE'S,USA
G2400330,5381,HOLY FAMILY CATHOLIC SCHOOL,2200 CALLAWAY ST,HILLCREST HEIGHTS,MD,20748,PRINCE GEORGE'S,USA
G2400330,21538,THE LIVING WATER SCHOOL,2200 CULBERA DR,HILLCREST HEIGHTS,MD,20748,PRINCE GEORGE'S,USA
G2400330,5384,NATIONAL CHRISTIAN ACADEMY,6701 BOCK RD,FT WASHINGTON,MD,20744,PRINCE GEORGE'S,USA
G2400330,5333,THE MARYLAND INTERNATIONAL DAY SCHOOL,1900 TUCKER RD,FT WASHINGTON,MD,20744,PRINCE GEORGE'S,USA
G2400330,5346,ST COLUMBA CATHOLIC SCHOOL,7800 LIVINGSTON RD,OXON HILL,MD,20745,PRINCE GEORGE'S,USA
G2400330,21529,PATHWAYS SCHOOL -- CROSSLAND RE-ENTRY,1106 UNIVERSITY BLVD W,SILVER SPRING,MD,20902,PRINCE GEORGE'S,USA
G2400330,5338,FROM THE HEART CHRISTIAN SCHOOL,4949 ALLENTOWN RD,SUITLAND,MD,20746,PRINCE GEORGE'S,USA
G2400330,5383,CORKRAN UNITED METHODIST PRESCHOOL AND KINDERGARTE,5200 TEMPLE HILL RD,TEMPLE HILLS,MD,20748,PRINCE GEORGE'S,USA
G2400330,5382,ST PHILIP THE APOSTLE SCHOOL,5414 HENDERSON WAY,CAMP SPRINGS,MD,20746,PRINCE GEORGE'S,USA
G2400330,5331,NEW CHAPEL CHRISTIAN ACADEMY,5601 OLD BRANCH AVE,CAMP SPRINGS,MD,20748,PRINCE GEORGE'S,USA
G2400330,5386,ST JOHN THE EVANGELIST SCHOOL,8912 OLD BRANCH AVE,CLINTON,MD,20735,PRINCE GEORGE'S,USA
G2400330,5321,INDEPENDENT BAPTIST ACADEMY,9255 PISCATAWAY RD,CLINTON,MD,20735,PRINCE GEORGE'S,USA
G2400330,5348,OUTREACH CHRISTIAN CENTER ACADEMY,6701 CLINTON MANOR DR,CLINTON,MD,20735,PRINCE GEORGE'S,USA
G2400330,5387,GRACE BRETHREN CHRISTIAN SCHOOL,6501 SURRATTS RD,CLINTON,MD,20735,PRINCE GEORGE'S,USA
G2400330,5318,ROCK CREEK CHRISTIAN ACADEMY,6707 WOODYARD RD,UPPER MARLBORO,MD,20772,PRINCE GEORGE'S,USA
G2400330,5380,BISHOP MCNAMARA HIGH SCHOOL,6800 MARLBORO PIKE,FORESTVILLE,MD,20747,PRINCE GEORGE'S,USA
G2400330,5363,HIGHLAND PARK CHRISTIAN ACADEMY,6801 SHERIFF RD,LANDOVER,MD,20785,PRINCE GEORGE'S,USA
G2400330,19781,VILLAGE ACADEMY OF MARYLAND,8601 ASHWOOD DR,CAPITOL HEIGHTS,MD,20743,PRINCE GEORGE'S,USA
G2400330,5325,HIGH ROAD ACADEMY,9741 PHILADELPHIA CT #P,LANHAM,MD,20706,PRINCE GEORGE'S,USA
G2400330,21510,THE FOUNDATION SCHOOL,1330 MCCORMICK DR,LARGO,MD,20774,PRINCE GEORGE'S,USA
G2400330,5326,WOODSTREAM CHRISTIAN ACADEMY,9800 LOTTSFORD RD,MITCHELLVILLE,MD,20721,PRINCE GEORGE'S,USA
G2400330,5332,SHABACH! CHRISTIAN ACADEMY,3600 BRIGHTSEAT RD,LANDOVER,MD,20785,PRINCE GEORGE'S,USA
G2400330,5362,ST AMBROSE CATHOLIC SCHOOL,6310 JASON ST,CHEVERLY,MD,20785,PRINCE GEORGE'S,USA
G2400330,5359,ELIZABETH SETON HIGH SCHOOL,5715 EMERSON ST,BLADENSBURG,MD,20710,PRINCE GEORGE'S,USA
G2400330,5323,WASHINGTON UNITED CHRISTIAN ACADEMY,3501 BUNKER HILL RD,MOUNT RAINIER,MD,20712,PRINCE GEORGE'S,USA
G2400330,5358,ST MARY'S SCHOOL,7207 ANNAPOLIS RD,LANDOVER HILLS,MD,20784,PRINCE GEORGE'S,USA
G2400330,5360,NEW HOPE ACADEMY,7009 VARNUM ST,LANDOVER HILLS,MD,20784,PRINCE GEORGE'S,USA
G2400330,5339,FRIENDS COMMUNITY SCHOOL,5901 WESTCHESTER PARK DR,COLLEGE PARK,MD,20740,PRINCE GEORGE'S,USA
G2400330,5354,LANHAM CHRISTIAN SCHOOL,8400 GOOD LUCK RD,LANHAM SEABROOK,MD,20706,PRINCE GEORGE'S,USA
G2400330,17596,SEABROOK AVENTIST EARLY LEARNING CENTER,8888 GOOD LUCK RD,LANHAM,MD,20706,PRINCE GEORGE'S,USA
G2400330,5357,THE ACADEMY OF SAINT MATTHIAS THE APOSTLE,9473 ANNAPOLIS RD,LANHAM SEABROOK,MD,20706,PRINCE GEORGE'S,USA
G2400330,21531,PATHWAYS SCHOOL--DUVAL RE-ENTRY,9880 GOOD LUCK RD,LANHAM,MD,20902,PRINCE GEORGE'S,USA
G2400330,5344,NASA GODDARD CHILD DEVELOPMENT CENTER,8800 GREENBELT RD BLDG 90,GREENBELT,MD,20771,PRINCE GEORGE'S,USA
G2400330,5335,HIGH ROAD UPPER SCHOOL,9701 PHILADELPHIA CT M,LANHAM MD,MD,20706,PRINCE GEORGE'S,USA
G2400330,5336,HOPE CHRISTIAN ACADEMY,3215 POWDER MILL RD,ADELPHI,MD,20783,PRINCE GEORGE'S,USA
G2400330,5343,AL-HUDA SCHOOL,5301 EDGEWOOD RD,COLLEGE PARK,MD,20740,PRINCE GEORGE'S,USA
G2400330,5320,ST JOSEPH'S REGIONAL CATHOLIC SC,11011 MONTGOMERY RD,BELTSVILLE,MD,20705,PRINCE GEORGE'S,USA
G2400330,5319,BELTSVILLE SDA SCHOOL,4230 AMMENDALE RD,BELTSVILLE,MD,20705,PRINCE GEORGE'S,USA
G2400330,5356,GEORGE E PETERS ADVENTIST SCHOOL,6303 RIGGS RD,HYATTSVILLE,MD,20783,PRINCE GEORGE'S,USA
G2400330,19755,CENTER FOR YOUNG CHILDREN,4028 VALLEY DR,COLLEGE PARK,MD,20740,PRINCE GEORGE'S,USA
G2400330,5353,HOLY REDEEMER SCHOOL,4902 BERWYN RD,COLLEGE PARK,MD,20740,PRINCE GEORGE'S,USA
G2400330,15564,COLLEGE PARK NURSERY SCHOOL,4512 COLLEGE AVE,COLLEGE PARK,MD,20740,PRINCE GEORGE'S,USA
G2400330,5341,DEMATHA CATHOLIC HIGH SCHOOL,4313 MADISON ST,HYATTSVILLE,MD,20781,PRINCE GEORGE'S,USA
G2400330,5328,GREENWOOD SCHOOL, INC.,6525 BELCREST RD-G90,HYATTSVILLE,MD,20782,PRINCE GEORGE'S,USA
G2400330,15995,ST JEROME ACADEMY,5207 42ND PL,HYATTSVILLE,MD,20781,PRINCE GEORGE'S,USA
G2400330,5342,CHRISTIAN FAMILY MONTESSORI,201 ALLISON ST NW STE B,WASHINGTON,DC,20011,DISTRICT OF COLUMBIA,USA
G2400330,19774,ST ANNS HIGH SCHOOL,4901 EASTERN AVE,HYATTSVILLE,MD,20782,PRINCE GEORGE'S,USA
G2400330,5340,FIRST BAPTIST SCHOOL OF LAUREL,15002 FIRST BAPTIST LN,LAUREL,MD,20707,PRINCE GEORGE'S,USA
G2400330,5352,ST VINCENT PALLOTTI HIGH SCHOOL,113 ST MARYS PL,LAUREL,MD,20707,PRINCE GEORGE'S,USA
G2400330,5350,ST MATTHEW'S EARLY EDUCATION CENTER,14900 ANNAPOLIS RD,BOWIE,MD,20715,PRINCE GEORGE'S,USA
G2400330,5337,REID TEMPLE CHRISTIAN ACADEMY,11400 GLENN DALE BLVD,GLENN DALE,MD,20769,PRINCE GEORGE'S,USA
G2400330,5334,GENESIS CHRISTIAN DAY SCHOOL,3409 BRIGHTSEAT RD,GLENARDEN,MD,20706,PRINCE GEORGE'S,USA
G2400330,5322,HOLY TRINITY EPISCOPAL DAY SCHOOL,11902 DAISY LN,GLENN DALE,MD,20769,PRINCE GEORGE'S,USA
G2400330,5361,WASHINGTON NEW CHURCH SCHOOL,11914 CHANTILLY LN,MITCHELLVILLE,MD,20721,PRINCE GEORGE'S,USA
G2400330,19765,HOLY TRINITY EPISCOPAL DAY SCHOOL,13106 ANNAPOLIS RD,BOWIE,MD,20720,PRINCE GEORGE'S,USA
G2400330,14833,VICTORY CHRISTIAN ACADEMY,13701 ANNAPOLIS RD,BOWIE,MD,20720,PRINCE GEORGE'S,USA
G2400330,5355,ST PIUS X SCHOOL,14710 ANNAPOLIS RD,BOWIE,MD,20715,PRINCE GEORGE'S,USA
G2400330,5330,BELAIR BAPTIST CHRISTIAN ACADEMY,2801 BELAIR DR,BOWIE,MD,20715,PRINCE GEORGE'S,USA
G2400330,21526,NEW LIFE CHRISTIAN ACADEMY,17411 CENTRAL AVE,UPPER MARLBORO,MD,20774,PRINCE GEORGE'S,USA
G2400330,5327,FAIRHAVEN SCHOOL,17900 QUEEN ANNE RD,UPPER MARLBORO,MD,20774,PRINCE GEORGE'S,USA
G2400330,5351,GRACE CHRISTIAN SCHOOL,7210 RACE TRACK RD,BOWIE,MD,20715,PRINCE GEORGE'S,USA
G2400250,4802,ST JOAN OF ARC SCHOOL,230 S LAW ST,ABERDEEN,MD,21001,HARFORD,USA
G2400250,4807,THE HIGHLANDS SCHOOL,2409 CRESWELL RD,BEL AIR,MD,21015,HARFORD,USA
G2400250,4806,THE MONARCH MONTESSORI SCHOOL,6 ASBURY RD,CHURCHVILLE,MD,21028,HARFORD,USA
G2400250,19763,GREAT COMMISSION CHRISTIAN ACADEMY,3 N EARLTON RD EXT,HAVRE DE GRACE,MD,21078,HARFORD,USA
G2400250,4804,BETHEL CHRISTIAN ACADEMY,21 N EARLTON RD EXT,HAVRE DE GRACE,MD,21078,HARFORD,USA
G2400250,4810,HARFORD CHRISTIAN SCHOOL,1736 WHITEFORD RD,DARLINGTON,MD,21034,HARFORD,USA
G2400250,4805,FRIENDS SCHOOL OF HARFORD,2232 ROCK SPRING RD,FOREST HILL,MD,21050,HARFORD,USA
G2400250,19752,BRIDGES MNONTESSORI,2529 CONOWINGO RD,BEL AIR,MD,21015,HARFORD,USA
G2400250,4811,HARFORD DAY SCHOOL,715 MOORES MILL RD,BEL AIR,MD,21014,HARFORD,USA
G2400250,19771,OAK GROVE CLASSICAL CHRISTIAN SCHOOL,2106 E CHURCHVILLE RD,BEL AIR,MD,21015,HARFORD,USA
G2400250,4809,EMMORTON BAPTIST ACADEMY,106 PLUMTREE RD,BEL AIR,MD,21015,HARFORD,USA
G2400250,4404,JOHN CARROLL SCHOOL,703 E CHURCHVILLE RD,BEL AIR,MD,21014,HARFORD,USA
G2400250,4803,ST MARGARET SCHOOL,205 HICKORY AVE,BEL AIR,MD,21014,HARFORD,USA
G2400250,21541,TRINITY LUTHERAN CHRISTIAN SCHOOL & EARLY LRNG CTR,1100 PHILADELPHIA RD,JOPPA,MD,21085,HARFORD,USA
G2400250,4808,NEW COVENANT CHRISTIAN SCHOOL,128 SAINT MARYS CHURCH RD,ABINGDON,MD,21009,HARFORD,USA
G2400250,19764,HIGH ROAD SCHOOL OF HARFORD COUNTY,1250 BRASS MILL RD STE C,BELCAMP,MD,21017,HARFORD,USA
G2300130,16854,WATERSHED SCHOOL,32 WASHINGTON ST,CAMDEN,ME,04843,KNOX,USA
G2300130,4608,RILEY SCHOOL,73 WARRENTON ST,ROCKPORT,ME,04856,KNOX,USA
G2300130,4612,PEN BAY CHRISTIAN SCHOOL,1 WALDO AVE,ROCKLAND,ME,4841,KNOX,USA
G2300130,4609,CHILDREN'S HOUSE MONTESSORI SCHOOL,58 ELM ST,CAMDEN,ME,4843,KNOX,USA
G2300130,4610,ASHWOOD WALDORF SCHOOL,180 PARK ST,ROCKPORT,ME,4856,KNOX,USA
G2300130,4611,WAYFINDER SCHOOLS,215 GLOUCESTER HILL RD,CAMDEN,ME,04260,CUMBERLAND,USA
G2400450,5423,FAITH BAPTIST SCHOOL,30505 DAGSBORO RD,SALISBURY,MD,21804,WICOMICO,USA
G2400450,5427,SALISBURY CHRISTIAN SCHOOL,807 PARKER RD,SALISBURY,MD,21804,WICOMICO,USA
G2400450,5421,WICOMICO DAY SCHOOL,1315 OLD OCEAN CITY RD,SALISBURY,MD,21804,WICOMICO,USA
G2400450,5419,THE SALISBURY SCHOOL,6279 HOBBS RD,SALISBURY,MD,21804,WICOMICO,USA
G2400450,5424,ST FRANCIS DE SALES CATHOLIC SCHOOL,500 CAMDEN AVE,SALISBURY,MD,21801,WICOMICO,USA
G2400450,5425,ASBURY CHILD DEVELOPMENT CENTER,1401 CAMDEN AVE,SALISBURY,MD,21801,WICOMICO,USA
G2400450,5420,STEPPING STONES LEARNING ACADEMY,402 W MAIN ST,FRUITLAND,MD,21826,WICOMICO,USA
G2400450,5426,SALISBURY BAPTIST ACADEMY,6413 HOBBS RD,SALISBURY,MD,21804,WICOMICO,USA
G2400450,5422,SALISBURY MENNONITE SCHOOL,31608 DAGSBORO RD,DELMAR,MD,21875,WICOMICO,USA
G2200870,4518,LYNN OAKS SCHOOL,1 LYNN OAKS DR,BRAITHWAITE,LA,70040,ST. BERNARD,USA
G2200870,4517,OUR LADY OF PROMPT SUCCOR SCHOOL,2305 FENELON ST,CHALMETTE,LA,70043,ST. BERNARD,USA
G2500030,5482,PINE COBBLE SCHOOL,163 GALE RD,WILLIAMSTOWN,MA,1267,BERKSHIRE,USA
G2500030,5486,ST STANISLAUS KOSTKA SCHOOL,108 SUMMER ST,ADAMS,MA,1220,BERKSHIRE,USA
G2500030,5494,BUXTON SCHOOL,291 S ST,WILLIAMSTOWN,MA,1267,BERKSHIRE,USA
G2500030,5480,ST MARY'S SCHOOL,115 ORCHARD ST,LEE,MA,1238,BERKSHIRE,USA
G2500030,5481,ST AGNES ACADEMY,30 CARSON AVE,DALTON,MA,1226,BERKSHIRE,USA
G2500030,5484,BERKSHIRE HILLS SDA SCHOOL,900 CHESHIRE RD,LANESBOROUGH,MA,01237,BERKSHIRE,USA
G2500030,21503,MISS HALL'S,492 HOLMES RD,PITTSFIELD,MA,1201,BERKSHIRE,USA
G2500030,5485,HOUSATONIC ACADEMY,1450 W HOUSATONIC ST,PITTSFIELD,MA,01201,BERKSHIRE,USA
G2500030,5490,HILLCREST EDUCATIONAL FOUNDATION,242 W MOUNTAIN RD,LENOX,MA,01240,BERKSHIRE,USA
G2500030,5487,THE MONTESSORI SCHOOL OF THE BERKSHIRES,21 PATTERSON RD,LENOX DALE,MA,01242,BERKSHIRE,USA
G2500030,5488,BERKSHIRE CHRISTIAN SCHOOLS,259 KEMBLE ST,LENOX,MA,01240,BERKSHIRE,USA
G2500030,5493,BERKSHIRE COUNTRY DAY SCHOOL,55 INTERLAKEN RD,LENOX,MA,01240,BERKSHIRE,USA
G2500030,19949,BERKSHIRE WALDORF HIGH SCHOOL,14 PINE ST,STOCKBRIDGE,MA,01262,BERKSHIRE,USA
G2500030,5491,BERKSHIRE SCHOOL,245 N UNDERMOUNTAIN RD,SHEFFIELD,MA,1257,BERKSHIRE,USA
G2500030,5483,GREAT BARRINGTON RUDOLF STEINER SCHOOL,35 W PLAIN RD,GREAT BARRINGTON,MA,1230,BERKSHIRE,USA
G2500030,5489,JOHN DEWEY ACADEMY,389 MAIN ST,GREAT BARRINGTON,MA,1230,BERKSHIRE,USA
G2500030,5492,BERKSHIRE MEADOWS,249 N PLAIN RD,HOUSATONIC,MA,1236,BERKSHIRE,USA
G2400430,5410,BROADFORDING CHRISTIAN ACADEMY,13535 BROADFORDING CHURCH RD,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,5407,GRACE ACADEMY,13321 CEARFOSS PIKE,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,5418,ST MARIA GORETTI HIGH SCHOOL,1535 OAK HILL AVE,HAGERSTOWN,MD,21742,WASHINGTON,USA
G2400430,14339,PARADISE MENNONITE SCHOOL,19308 AIR VIEW RD,HAGERSTOWN,MD,21742,WASHINGTON,USA
G2400430,5412,LAUREL HALL SCHOOL - HAGERSTOWN,13310-A BROOK LN,HAGERSTOWN,MD,21742,WASHINGTON,USA
G2400430,5411,MT AETNA ADVENTIST SCHOOL (MAAS),10207 CRYSTAL FALLS DR,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,5413,HAGERSTOWN CHILDRENS SCHOOL,22 N MULBERRY ST,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,5417,ST MARY CATHOLIC SCHOOL,218 W WASHINGTON ST,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,5408,ST JAMES SCHOOL,17641 COLLEGE RD,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,5414,HILLSIDE MENNONITE SCHOOL,11610 GREENCASTLE PIKE,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,16858,EMMANUEL CHRISTIAN SCHOOL,16221 NATIONAL PIKE,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,5416,HUYETTS MENNONITE SCHOOL,16404 NATIONAL PIKE,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,5415,HERITAGE ACADEMY,12215 WALNUT PT W,HAGERSTOWN,MD,21740,WASHINGTON,USA
G2400430,5409,CEDAR RIDGE SCHOOL,12146 CEDAR RIDGE RD,WILLIAMSPORT,MD,21795,WASHINGTON,USA
G2400290,5221,RADCLIFFE CREEK SCHOOL,201 TALBOT BLVD STE A,CHESTERTOWN,MD,21620,KENT,USA
G2400290,19757,CHESTER RIVER ADVENTIST SCHOOL,305 N KENT ST,CHESTERTOWN,MD,21620,KENT,USA
G2400290,5219,CHESTERTOWN CHRISTIAN ACADEMY,401 MORGNEC RD,CHESTERTOWN,MD,21620,KENT,USA
G2400290,5220,FRIENDSHIP MONTESSORI SCHOOL,25528 WORTON LYNCH RD,WORTON,MD,21678,KENT,USA
G2405100,17606,THE CHILDRENS GUILD,410 E JEFFREY ST,BALTIMORE,MD,21225,BALTIMORE,USA
G2405100,21515,INTERNATIONAL CONNECTIONS ACADEMY,1001 FLEET ST FL 5,BALTIMORE,MD,21202,BALTIMORE,USA
G2405100,5446,MOTHER SETON ACADEMY,2215 GREENMOUNT AVE,BALTIMORE,MD,21218,BALTIMORE,USA
G2405100,21525,NEW CENTURY SCHOOL THE,724 S ANN ST,BALTIMORE,MD,21231,BALTIMORE,USA
G2405100,19751,BALTIMORE SCHOOL CANTON THE,1001 S POTOMAC ST,BALTIMORE,MD,21224,BALTIMORE,USA
G2405100,5437,ST CASIMIR CATHOLIC SCHOOL,1035 S KENWOOD AVE,BALTIMORE,MD,21224,BALTIMORE,USA
G2405100,21489,BALTIMORE MONTESSORI,1530 E FORT AVE,BALTIMORE,MD,21230,BALTIMORE,USA
G2405100,5430,ARCHBISHOP BORDERS SCHOOL,3500 FOSTER AVE,BALTIMORE,MD,21224,BALTIMORE,USA
G2405100,5465,ARCHBISHOP CURLEY HIGH SCHOOL,3701 SINCLAIR LN,BALTIMORE,MD,21213,BALTIMORE,USA
G2405100,14921,NEW SPIRITUAL FOUNDATION CHRISTIAN ACADEMY,2626 E FEDERAL ST 2ND FL,BALTIMORE,MD,21213,BALTIMORE,USA
G2405100,5448,H.O.P.E. ACADEMY, INC.,1808 EDISON HWY,BALTIMORE,MD,21213,BALTIMORE,USA
G2405100,5451,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,2800 EDISON HWY,BALTIMORE,MD,21213,BALTIMORE,USA
G2405100,14917,CRISTO REY JESUIT HIGH SCHOOL,420 S CHESTER ST,BALTIMORE,MD,21231,BALTIMORE,USA
G2405100,5441,KENNEDY KRIEGER SCHOOL: FAIRMOUNT CAMPUS,1750 E FAIRMOUNT AVE,BALTIMORE,MD,21231,BALTIMORE,USA
G2405100,21540,TONG LE MONTESSORI SCHOOL,805 E FAYETTE ST,BALTIMORE,MD,21202,BALTIMORE,USA
G2405100,5452,COMMUNITY INITIATIVES ACADEMY,1001 N CAROLINE ST,BALTIMORE,MD,21205,BALTIMORE,USA
G2405100,17595,ST JAMES & JOHN CATOLIC SCHOOL,1012 SOMERSET ST,BALTIMORE,MD,21202,BALTIMORE,USA
G2405100,21535,ST FRANCES OUTREACH CENTER,1026 BRENTWOOD AVE,BALTIMORE,MD,21202,BALTIMORE,USA
G2405100,5439,ST FRANCES ACADEMY,501 E CHASE ST,BALTIMORE,MD,21202,BALTIMORE,USA
G2405100,5454,ST IGNATIUS LOYOLA ACADEMY,300 E GITTINGS ST,BALTIMORE,MD,21230,BALTIMORE,USA
G2405100,5432,THE WILKESSCHOOL AT GRACE AND ST. PETER'S,707 PARK AVE,BALTIMORE,MD,21201,BALTIMORE,USA
G2405100,5436,HOLY ANGELS CATHOLIC SCHOOL,1201 S CATON AVE,BALTIMORE,MD,21227,BALTIMORE,USA
G2405100,21516,ISLAMIC COMMUNITY SCHOOL,1335 W N AVE,BALTIMORE,MD,21217,BALTIMORE,USA
G2405100,21513,HAMPDEN CHRISTIAN SCHOOL,3615 FALLS RD,BALTIMORE,MD,21211,BALTIMORE,USA
G2405100,15069,THE GREENMOUNT SCHOOL,501 W 30TH ST,BALTIMORE,MD,21211,BALTIMORE,USA
G2405100,19777,THE COMMUNITY SCHOOL,2939 HUNTINGDON AVE,BALTIMORE,MD,21211,BALTIMORE,USA
G2405100,5445,BALTIMORE LAB SCHOOL,2220 SAINT PAUL ST,BALTIMORE,MD,21218,BALTIMORE,USA
G2405100,5435,ST ELIZABETH SCHOOL,801 ARGONNE DR,BALTIMORE,MD,21218,BALTIMORE,USA
G2405100,5458,FIRST ENGLISH LUTHERAN PRESCHOOL & KINDERGARTEN,39TH ST,BALTIMORE,MD,NOT AVAILABLE,BALTIMORE,USA
G2405100,5463,CALVERT SCHOOL,105 TUSCANY RD,BALTIMORE,MD,21210,BALTIMORE,USA
G2405100,5456,ST DAVIDS DAY SCHOOL,4700 ROLAND AVE,BALTIMORE,MD,21210,BALTIMORE,USA
G2405100,5453,A CHILD S PLACE,4701 N CHARLES ST,BALTIMORE,MD,21210,BALTIMORE,USA
G2405100,5461,SCHOOL OF THE CATHEDRAL MARY OUR QUEEN,111 AMBERLY WAY,BALTIMORE,MD,21210,BALTIMORE,USA
G2405100,5462,ROLAND PARK COUNTRY SCHOOL,5204 ROLAND AVE,BALTIMORE,MD,21210,BALTIMORE,USA
G2405100,5433,GILMAN SCHOOL,5407 ROLAND AVE,BALTIMORE,MD,21210,BALTIMORE,USA
G2405100,5440,THE BRYN MAWR SCHOOL,109 W MELROSE AVE,BALTIMORE,MD,21210,BALTIMORE,USA
G2405100,5449,GRACE UNITED METHODIST PRESCHOOL,5407 N CHARLES ST,BALTIMORE,MD,21210,BALTIMORE,USA
