GISJOIN,FID,Name,Address,City,State,ZIP,County,Country
G0100210,15120,CHILTON CHRISTIAN ACADEMY,23240 US HIGHWAY 31,JEMISON,AL,35085,CHILTON,USA
G0100270,21,CLAY COUNTY CHRISTIAN ACADEMY,37993 HWY 77,ASHLAND,AL,36251,CLAY,USA
G0100270,22,FIRST ASSEMBLY CHRISTIAN SCHOOL,85621 HWY 9,ASHLAND,AL,36251,CLAY,USA
G0100070,7,CAHAWBA CHRISTIAN ACADEMY,2415 MONTEVALLO RD,CENTREVILLE,AL,35042,BIBB,USA
G0100310,24,WIREGRASS CHRISTIAN ACADEMY,209 W COLLEGE ST,ENTERPRISE,AL,36330,COFFEE,USA
G0100310,23,PATHWAY INC,109 PRIVATE RD 1202,NEW BROCKTON,AL,36351,COFFEE,USA
G0100150,13,JACKSONVILLE CHRISTIAN ACADEMY,831 ALEXANDRIA RD SW,JACKSONVILLE,AL,36265,CALHOUN,USA
G0100150,11,THE DONOHO SCHOOL,2501 HENRY RD,ANNISTON,AL,36207,CALHOUN,USA
G0100150,14,SACRED HEART CATHOLIC SCHOOL,16 MORTON RD,ANNISTON,AL,36205,CALHOUN,USA
G0100150,20401,SHARP DEAN SCHOOL OF CONTINUING STUDIES INC,1910 NOBLE ST,ANNISTON,AL,36201,CALHOUN,USA
G0100150,20397,IQRA MATH AND SCIENCE ACADEMY,1821 MCCALL DR,ANNISTON,AL,36207,CALHOUN,USA
G0100150,12,TRINITY CHRISTIAN ACADEMY,1500 AIRPORT RD,OXFORD,AL,36203,CALHOUN,USA
G0100170,17,CHAMBERS ACADEMY,15048 US HIGHWAY 431,LAFAYETTE,AL,36862,CHAMBERS,USA
G0100170,18,ACTS ACADEMY,316 FOB JAMES DR,VALLEY,AL,36854,CHAMBERS,USA
G0100170,15,SPRINGWOOD SCHOOL,1814 CHERRY DR,LANETT,AL,36863,CHAMBERS,USA
G0100170,16,TEMPLE CHRISTIAN SCHOOL,2615 64TH BLVD,VALLEY,AL,36854,CHAMBERS,USA
G0100230,19,SOUTH CHOCTAW ACADEMY,5245 NEW HOPE RD,TOXEY,AL,36921,CHOCTAW,USA
G0100230,20,PATRICIAN ACADEMY,901 S MULBERRY AVE,BUTLER,AL,36904,CHOCTAW,USA
G0100410,26,CRENSHAW CHRISTIAN ACADEMY,608 COUNTRY CLUB DR,LUVERNE,AL,36049,CRENSHAW,USA
G0100010,17277,AUTAUGA ACADEMY,497 GOLSON RD,PRATTVILLE,AL,36067,AUTAUGA,USA
G0100010,17280,FIRST BAPTIST PRESCHOOL AND KINDERGARTEN,138 S WASHINGTON ST,PRATTVILLE,AL,36067,AUTAUGA,USA
G0100010,15366,FIRST PRESBYTERIAN KINDERGARTEN,211 S CHESTNUT ST,PRATTVILLE,AL,36067,AUTAUGA,USA
G0100010,20393,FOUNTAIN CITY BAPTIST HOME SCHOOL,237 S NORTHINGTON ST,PRATTVILLE,AL,36067,AUTAUGA,USA
G0100010,17278,CAMELLIA BAPTIST WEM,201 WOODVALE RD,PRATTVILLE,AL,36067,AUTAUGA,USA
G0100010,17279,EAST MEMORIAL CHRISTIAN ACADEMY,1320 OLD RIDGE RD N,PRATTVILLE,AL,36066,AUTAUGA,USA
G0100130,10,FORT DALE ACADEMY,1100 GAMBLE ST,GREENVILLE,AL,36037,BUTLER,USA
G0100110,118,CONECUH SPRINGS CHRISTIAN SCHOOL,220 HICKS INDUSTRIAL BLVD,UNION SPRINGS,AL,36089,BULLOCK,USA
G0100450,31,HARVEST CHRISTIAN SCHOOL,1694 DEESE RD,OZARK,AL,36360,DALE,USA
G0100350,25,SPARTA ACADEMY,300 PIERCE ST,EVERGREEN,AL,36401,CONECUH,USA
G0100090,9,VICTORY CHRISTIAN SCHOOL,4242 HWY 29,ONEONTA,AL,35121,BLOUNT,USA
G0100090,8,MT PLEASANT CHRISTIAN SCHOOL,4111 SUSAN MOORE RD,BLOUNTSVILLE,AL,35031,BLOUNT,USA
G0100050,6,THE LAKESIDE SCHOOL,1020 LAKE DR,EUFAULA,AL,36027,BARBOUR,USA
G0100050,14845,PARKVIEW CHRISTIAN SCHOOL,608 S EUFAULA AVE,EUFAULA,AL,36027,BARBOUR,USA
G0100490,34,CORNERSTONE CHRISTIAN ACADEMY,1600 MCCURDY AVE N,RAINSVILLE,AL,35986,DEKALB,USA
G0100490,35,BETH HAVEN CHRISTIAN ACADEMY,1424 COUNTY ROAD 471,CROSSVILLE,AL,35962,DEKALB,USA
G0100430,29,ST BERNARD PREPARATORY SCHOOL,1600 SAINT BERNARD AVE SE,CULLMAN,AL,35055,CULLMAN,USA
G0100430,27,SACRED HEART ELEMENTARY,112 2ND AVE SE,CULLMAN,AL,35055,CULLMAN,USA
G0100430,15364,CULLMAN CHRISTIAN SCHOOL,708 7TH ST SW,CULLMAN,AL,35055,CULLMAN,USA
G0100430,30,ST PAULS LUTHERAN SCHOOL,510 3RD AVE SE,CULLMAN,AL,35055,CULLMAN,USA
G0100430,28,VINEMONT CHRISTIAN ACADEMY,21325 US HIGHWAY 31,VINEMONT,AL,35179,CULLMAN,USA
G0100510,18473,ADULLAM HOUSE CHRISTIAN ACADEMY,7469 GEORGIA RD,WETUMPKA,AL,36092,ELMORE,USA
G0100510,39,PRATTVILLE CHRISTIAN ACADEMY,322 OLD FARM LN N,PRATTVILLE,AL,36066,ELMORE,USA
G0100510,38,NEW LIFE CHRISTIAN ACADEMY,4230 HWY 14 E,MILLBROOK,AL,36054,ELMORE,USA
G0100510,37,VICTORY BAPTIST SCHOOL,5480 MAIN ST,MILLBROOK,AL,36054,ELMORE,USA
G0100510,36,EDGEWOOD ACADEMY,5475 ELMORE RD,ELMORE,AL,36025,ELMORE,USA
G0100250,15349,THE JACKSON ACADEMY,1954 COFFEEVILLE RD,JACKSON,AL,36545,CLARKE,USA
G0101230,14503,FAITH CHRISTIAN ACADEMY,425 FRANKLIN ST,ALEXANDER CITY,AL,35011,TALLAPOOSA,USA
G0100830,15128,LINDSAY LANE CHRISTIAN ACADEMY,1300 LINDSAY LN S,ATHENS,AL,35613,LIMESTONE,USA
G0100830,97,ATHENS BIBLE SCHOOL,507 S HOFFMAN ST,ATHENS,AL,35611,LIMESTONE,USA
G0100830,18500,THE PINNACLE SCHOOLS - ELK RIVER TREATMENT PROGRAM,29495 COPPERHEAD LN,ELKMONT,AL,35620,LIMESTONE,USA
G0101250,161,THE CAPITOL SCHOOL,2828 6TH ST,TUSCALOOSA,AL,35401,TUSCALOOSA,USA
G0101250,20179,RIVERWOOD CLASSICAL SCHOOL,501 RICE VALLEY RD N,TUSCALOOSA,AL,35406,TUSCALOOSA,USA
G0101250,162,TUSCALOOSA ACADEMY,420 RICE VALLEY RD N,TUSCALOOSA,AL,35406,TUSCALOOSA,USA
G0101250,160,AMERICAN CHRISTIAN ACADEMY,2300 VETERANS MEMORIAL PKWY,TUSCALOOSA,AL,35404,TUSCALOOSA,USA
G0101250,18491,HOLY SPIRIT ELEMENTARY SCHOOL,711 JAMES I HARRISON JR PKWY E,TUSCALOOSA,AL,35405,TUSCALOOSA,USA
G0101250,159,HOLY SPIRIT CATHOLIC SCHOOL,601 JAMES I HARRISON JR PKWY E,TUSCALOOSA,AL,35405,TUSCALOOSA,USA
G0101250,163,TUSCALOOSA CHRISTIAN SCHOOL,1601 PRUDE MILL RD,COTTONDALE,AL,35453,TUSCALOOSA,USA
G0101250,15137,THIS OLDE HOUSE II,22628 BUCKSVILLE RD,MC CALLA,AL,35111,TUSCALOOSA,USA
G0100670,48,ABBEVILLE CHRISTIAN ACADEMY,258 ML TILLIS DR,ABBEVILLE,AL,36310,HENRY,USA
G0100810,18492,LEE-SCOTT ACADEMY,1601 ACADEMY DR,AUBURN,AL,36830,LEE,USA
G0100810,18498,THE CHANTICLEER LEARNING CENTER,1109 SPRING DR,OPELIKA,AL,36801,LEE,USA
G0100810,20178,AUBURN CLASSICAL ACADEMY INC.,1901-B WAVERLY PKWY,OPELIKA,AL,36801,LEE,USA
G0100810,94,GLENWOOD SCHOOL,5801 SUMMERVILLE RD,SMITHS STATION,AL,36877,LEE,USA
G0100810,95,NEW TESTAMENT BAPTIST SCHOOL,9650 LEE RD 240,PHENIX CITY,AL,36870,LEE,USA
G0100810,20402,THE CHILDREN'S HOUSE-AUBURN MONTESSORI,231 E DRAKE AVE,AUBURN,AL,36830,LEE,USA
G0100810,96,HOLY TRINITY DAY SCHOOL,100 CHURCH DR,AUBURN,AL,36830,LEE,USA
G0101110,15084,FAITH CHRISTIAN ACADEMY,1120 US HIGHWAY 431,ROANOKE,AL,36274,RANDOLPH,USA
G0101070,141,PICKENS ACADEMY,225 RAY BASS RD,CARROLLTON,AL,35447,PICKENS,USA
G0100470,18472,ELLWOOD CHRISTIAN ACADEMY,1 BELL RD,SELMA,AL,36701,DALLAS,USA
G0100470,33,JOHN T MORGAN ACADEMY,2901 W DALLAS AVE,SELMA,AL,36701,DALLAS,USA
G0100470,32,MEADOWVIEW CHRISTIAN SCHOOL,1512 OLD ORRVILLE RD,SELMA,AL,36701,DALLAS,USA
G0101190,46,LIGHTHOUSE CHRISTIAN SCHOOL,130 ALABAMA HWY 39,EUTAW,AL,35462,GREENE,USA
G0100730,55,ST ALOYSIUS SCHOOL,751A ACADEMY DR,BESSEMER,AL,35022,JEFFERSON,USA
G0100730,15121,DUNNAMS PRIVATE SCHOOL,811 GLENN RD,BESSEMER,AL,35022,JEFFERSON,USA
G0100730,71,BEULAH BAPTIST CHRISTIAN SCHOOL,1022 2ND AVE N,BESSEMER,AL,35020,JEFFERSON,USA
G0100730,68,NEW LIFE CHRISTIAN SCHOOL OF EXCELLENCE,1622 7TH AVE N,BESSEMER,AL,35020,JEFFERSON,USA
G0100730,14021,MT PILGRIM CHRISTIAN ACADEMY,6746 GRASSELLI RD,FAIRFIELD,AL,35064,JEFFERSON,USA
G0100730,79,RESTORATION ACADEMY,4600 CARNEGIE AVE,FAIRFIELD,AL,35064,JEFFERSON,USA
G0100730,66,DEEPER LIFE ACADEMY,2800 19TH ST N,HUEYTOWN,AL,35023,JEFFERSON,USA
G0100730,15367,HARVEST CHRISTIAN SCHOOL,7303 TAYLORS FERRY RD,BESSEMER,AL,35023,JEFFERSON,USA
G0100730,15125,GFBC EDUCATION PROGRAMS/DAY SCHOOL,940 MAIN ST,GARDENDALE,AL,35071,JEFFERSON,USA
G0100730,72,CHILD ENRICHMENT CENTER,805 CREST DR,GARDENDALE,AL,35071,JEFFERSON,USA
G0100730,75,GARDENDALE CHRISTIAN ACADEMY,1800 DECATUR HWY,GARDENDALE,AL,35071,JEFFERSON,USA
G0100730,61,TABERNACLE CHRISTIAN SCHOOL,2649 DECATUR HWY,GARDENDALE,AL,35071,JEFFERSON,USA
G0100730,15126,FIRST BAPTIST CHURCH-PINSON,4036 SPRING ST,PINSON,AL,35126,JEFFERSON,USA
G0100730,65,PALMERDALE UMC CHRISTIAN SCHOOL & CHILDREN'S CTR,7778 HWY 75,PINSON,AL,35126,JEFFERSON,USA
G0100730,15129,NOAHS PARK WEEKDAY EARLY EDUCATION,5700 DEERFOOT PKWY,TRUSSVILLE,AL,35173,JEFFERSON,USA
G0100730,76,MOUNTAIN VIEW BAPTIST SCHOOL,5568 CHALKVILLE RD,BIRMINGHAM,AL,35235,JEFFERSON,USA
G0100730,59,CORNERSTONE MIDDLE HIGH SCHOOL,959 HUFFMAN RD,BIRMINGHAM,AL,35215,JEFFERSON,USA
G0100730,74,WINEWOOD CHRISTIAN SCHOOL,2974 WINEWOOD RD,BIRMINGHAM,AL,35215,JEFFERSON,USA
G0100730,70,INTEGRITY CHRISTIAN ACADEMY,216 ROEBUCK DR,BIRMINGHAM,AL,35215,JEFFERSON,USA
G0100730,64,CALVARY RESURRECTION CHRISTIAN ACADEMY,8440 5TH AVE N,BIRMINGHAM,AL,35206,JEFFERSON,USA
G0100730,87,ST BARNABAS REGIONAL SCHOOL,7901 1ST AVE N,BIRMINGHAM,AL,35206,JEFFERSON,USA
G0100730,20395,HIGDON HILL SCHOOL,6869 5TH AVE S,BIRMINGHAM,AL,35212,JEFFERSON,USA
G0100730,14017,MCELWAIN CHRISTIAN ACADEMY,4445 MONTEVALLO RD,BIRMINGHAM,AL,35213,JEFFERSON,USA
G0100730,67,SPRING VALLEY SCHOOL,2701 SYDNEY DR,BIRMINGHAM,AL,35211,JEFFERSON,USA
G0100730,88,JEFFERSON CHRISTIAN ACADEMY,1500 HERITAGE PL DR,IRONDALE,AL,35210,JEFFERSON,USA
G0100730,14016,ALLAN COTT SCHOOL,150 GLENWOOD LN,BIRMINGHAM,AL,35242,JEFFERSON,USA
G0100730,86,GODS HOUSE KINDERGARTEN & DAYCARE,4660 CALDWELL MILL RD,BIRMINGHAM,AL,35242,JEFFERSON,USA
G0100730,84,SOUTHMINSTER DAY SCHOOL,1124 MONTGOMERY HWY,VESTAVIA HILLS,AL,35216,JEFFERSON,USA
G0100730,85,ASCENSION EPISCOPAL KINDERGARTEN,1912 CANYON RD,VESTAVIA,AL,35216,JEFFERSON,USA
G0100730,90,OUR LADY OF SORROWS,1720 OXMOOR RD,BIRMINGHAM,AL,35209,JEFFERSON,USA
G0100730,60,CREATIVE MONTESSORI SCHOOL,2800 MONTESSORI WAY,BIRMINGHAM,AL,35209,JEFFERSON,USA
G0100730,82,ISLAMIC ACADEMY OF ALABAMA,1810 25TH CT S,BIRMINGHAM,AL,35209,JEFFERSON,USA
G0100730,69,ALABAMA WALDORF SCHOOL,5901 CRESTWOOD BLVD,BIRMINGHAM,AL,35212,JEFFERSON,USA
G0100730,20404,THE RENAISSANCE ACADEMY PREP SCHOOL FOR BOYS,1220 50TH ST S,BIRMINGHAM,AL,35222,JEFFERSON,USA
G0100730,15134,THE ALTAMONT SCHOOL,4801 ALTAMONT RD S,BIRMINGHAM,AL,35222,JEFFERSON,USA
G0100730,81,NE MILES JEWISH DAY SCHOOL,4000 MONTCLAIR RD,BIRMINGHAM,AL,35213,JEFFERSON,USA
G0100730,83,CORNERSTONE SCHOOLS OF ALABAMA,118 55TH ST N,BIRMIMNGHAM,AL,35232,JEFFERSON,USA
G0100730,14443,MARANATHAN ACADEMY,10 67TH ST N,BIRMINGHAM,AL,35212,JEFFERSON,USA
G0100730,89,ADVENT EPISCOPAL DAY SCHOOL,2019 6TH AVE N,BIRMINGHAM,AL,35203,JEFFERSON,USA
G0100730,15138,UAB ENGEL THERAPEUTIC SCHOOL AND DAY TREATMENT,930 20TH ST S STE 357,BIRMINGHAM,AL,35294,JEFFERSON,USA
G0100730,80,ST ROSE OF LIMA SCHOOL,1401 22ND ST S,BIRMINGHAM,AL,35205,JEFFERSON,USA
G0100730,63,ARLINGTON SCHOOL,1312 22ND ST S,BIRMINGHAM,AL,35205,JEFFERSON,USA
G0100730,58,EPHESUS ACADEMY,829 MCMILLON AVE SW,BIRMINGHAM,AL,35211,JEFFERSON,USA
G0100730,78,FORESTDALE BAPTIST,1400 BRISBANE AVE,BIRMINGHAM,AL,35214,JEFFERSON,USA
G0100730,18494,METROPOLITIAN SCHOOL OF TALENT AND THE ARTS,224 2ND ST THOMAS,BIRMINGHAM,AL,35214,JEFFERSON,USA
G0100730,56,HOLY FAMILY CRISTO REY CATHOLIC HIGH SCHOOL,2001 19TH ST ENSLEY,BIRMINGHAM,AL,35218,JEFFERSON,USA
G0100730,62,CENTRAL PARK CHRISTIAN SCHOOLS,1900 43RD ST ENSLEY,BIRMINGHAM,AL,35208,JEFFERSON,USA
G0100730,77,JOHN CARROLL CATHOLIC HIGH SCHOOL,300 LAKESHORE PKWY,BIRMINGHAM,AL,35209,JEFFERSON,USA
G0100730,57,HERITAGE CHRISTIAN ACADEMY,2290 OLD TYLER RD,HOOVER,AL,35226,JEFFERSON,USA
G0100730,73,PRINCE OF PEACE CATHOLIC SCHOOL,4650 PRESERVE PKWY,HOOVER,AL,35226,JEFFERSON,USA
G0100730,14788,HOOVER CHRISTIAN SCHOOL,2113 OLD ROCKY RIDGE RD,HOOVER,AL,35216,JEFFERSON,USA
G0100730,17989,CLEARLY KIDS CHRISTIAN ACADEMY,8051 GLENN RD,TRUSSVILLE,AL,35173,JEFFERSON,USA
G0100550,43,WESTBROOK CHRISTIAN SCHOOL,100 WESTMINSTER DR,RAINBOW CITY,AL,35906,ETOWAH,USA
G0100550,42,COOSA CHRISTIAN SCHOOL,2736 WILLS CREEK RD,GADSDEN,AL,35904,ETOWAH,USA
G0100550,15123,EXCEL INSTITUTE,1147 WALNUT ST,GADSDEN,AL,35901,ETOWAH,USA
G0100550,45,EPISCOPAL DAY SCHOOL,156 S 9TH ST,GADSDEN,AL,35901,ETOWAH,USA
G0100550,44,ST JAMES CATHOLIC SCHOOL,511 EWING AVE,GADSDEN,AL,35901,ETOWAH,USA
G0100710,54,FLORAL CREST SCHOOL,1228 COUNTY ROAD 89,BRYANT,AL,35958,JACKSON,USA
G0100710,53,MOUNTAIN VIEW CHRISTIAN ACADEMY,3665 ALABAMA HWY 73,BRYANT,AL,35958,JACKSON,USA
G0100910,117,MARENGO ACADEMY HIGH SCHOOL,2103 S MAIN ST,LINDEN,AL,36748,MARENGO,USA
G0100910,15139,WEST ALABAMA CHRISTIAN SCHOOL,1504 CARDINAL ST,DEMOPOLIS,AL,36732,MARENGO,USA
G0101030,136,ST ANN SCHOOL,3910 A SPRING AVE SW,DECATUR,AL,35603,MORGAN,USA
G0101030,137,CORNERSTONE CHRISTIAN SCHOOL,3211 SPRING AVE SW,DECATUR,AL,35603,MORGAN,USA
G0101030,139,DECATUR HERITAGE CHRISTIAN ACADEMY,3802 SPRING AVE SW,DECATUR,AL,35603,MORGAN,USA
G0101030,138,BETHEL BAPTIST SCHOOL,1301 BETHEL RD NE,HARTSELLE,AL,35640,MORGAN,USA
G0101210,158,HOPE ACADEMY PRESBYTERIAN HOME,905 ASHLAND HWY,TALLADEGA,AL,35160,TALLADEGA,USA
G0101210,157,FIRST UNITED METHODIST KINDERGARTEN & DAYCARE,105 E SPRING ST,SYLACAUGA,AL,35150,TALLADEGA,USA
G0101170,150,HILLTOP MONTESSORI SCHOOL,6 ABBOTT SQ,BIRMINGHAM,AL,35242,SHELBY,USA
G0101170,15130,PRIMROSE SCHOOL AT MEADOWBROOK,4855 MEADOW BROOK RD,BIRMINGHAM,AL,35242,SHELBY,USA
G0101170,15132,RIVERCHASE UNITED METHODIST DAY SCHOOL,1953 OLD MONTGOMERY HWY,HOOVER,AL,35244,SHELBY,USA
G0101170,154,INDIAN SPRINGS SCHOOL,190 WOODWARD DR,INDIAN SPRINGS,AL,35124,SHELBY,USA
G0101170,18499,THE DAY PROGRAM,117 PLZ CIR,ALABASTER,AL,35007,SHELBY,USA
G0101170,148,KINGWOOD CHRISTIAN SCHOOL,1351 ROYALTY DR,ALABASTER,AL,35007,SHELBY,USA
G0101170,18476,GOSPEL LIGHT BAPTIST ACADEMY,5781 ROY DR,HELENA,AL,35080,SHELBY,USA
G0101170,15131,PRIMROSE SCHOOL OF RIVERWOODS,501 RIVERWOODS CT,HELENA,AL,35080,SHELBY,USA
G0101170,153,WESTWOOD BAPTIST WEEKDAY EDU MINISTRY,1155 ALABASTER BLVD,ALABASTER,AL,35007,SHELBY,USA
G0101170,149,JOSEPH S BRUNO MONTESSORI ACADEMY,5509 TIMBER HILL RD,BIRMINGHAM,AL,35242,SHELBY,USA
G0101170,152,WESTMINSTER SCHOOL AT OAK MOUNTAIN,5080 CAHABA VALLEY TRCE,BIRMINGHAM,AL,35242,SHELBY,USA
G0101170,155,COOSA VALLEY ACADEMY,163 PARK PL,HARPERSVILLE,AL,35078,SHELBY,USA
G0101170,156,CORNERSTONE CHRISTIAN SCHOOL,24975 HWY 25,COLUMBIANA,AL,35051,SHELBY,USA
G0100790,14390,LAWRENCE COUNTY CHRISTIAN SCHOOL,10485 COUNTY ROAD 460,MOULTON,AL,35650,LAWRENCE,USA
G0100970,14464,ST JOHNS DELIVERENCE SCHOOL OF TOMORROW,1624 BOYKIN BLVD,MOBILE,AL,36605,MOBILE,USA
G0100970,143,GOVERNMENT STREET CHRISTIAN SCHOOL,3401 GOVERNMENT BLVD,MOBILE,AL,36693,MOBILE,USA
G0100970,17289,COTTAGE HILL CHRISTIAN ACADEMY AT WEST CAMPUS,4255 COTTAGE HILL RD,MOBILE,AL,36609,MOBILE,USA
G0100970,15133,ST LUKES EPISCOPAL SCHOOL,3975 JAPONICA LN,MOBILE,AL,36693,MOBILE,USA
G0100970,17300,ST DOMINIC CATHOLIC SCHOOL,4160 BURMA RD,MOBILE,AL,36693,MOBILE,USA
G0100970,18496,ST LUKE'S EPISCOPAL SCHOOL,1400 S UNIVERSITY BLVD,MOBILE,AL,36609,MOBILE,USA
G0100970,17294,ST PAUL'S EPISCOPAL SCHOOL,161 DOGWOOD LN,MOBILE,AL,36608,MOBILE,USA
G0100970,15127,GRACE TEMPLE CHRISTIAN ACADEMY,159 HEMLEY AVE,MOBILE,AL,36607,MOBILE,USA
G0100970,17297,ST PIUS X SCHOOL,217 S SAGE AVE,MOBILE,AL,36606,MOBILE,USA
G0100970,17298,LITTLE FLOWER CATHOLIC SCHOOL,2103 GOVERNMENT ST,MOBILE,AL,36606,MOBILE,USA
G0100970,17283,MCGILL-TOOLEN CATHOLIC HIGH SCHOOL,1501 OLD SHELL RD,MOBILE,AL,36604,MOBILE,USA
G0100970,17291,ST MARY CATHOLIC SCHOOL,107 N LAFAYETTE ST,MOBILE,AL,36604,MOBILE,USA
G0100970,17295,MOST RERE HEART OF MARY CATHOLIC SCHOOL,310 SENGSTAK ST,MOBILE,AL,36603,MOBILE,USA
G0100970,14463,LIVING WORD CHRISTIAN CENTER KINGDOM ACADEMY,1060 GOVERNMENT ST,MOBILE,AL,36604,MOBILE,USA
G0100970,18495,REVELATION CHRISTIAN SCHOOL,1711 TAYLOR LN,MOBILE,AL,36605,MOBILE,USA
G0100970,17284,WORD OF LIFE INSTITUTE CHRISTIAN SCHOOL,351 S CRAFT HWY,CHICKASAW,AL,36611,MOBILE,USA
G0100970,17285,SAFE HAVEN CHRISTIAN ACADEMY,803 N DR MARTIN L KING JR DR,PRICHARD,AL,36610,MOBILE,USA
G0100970,120,TRINITY LUTHERAN ELEMENTARY SCHOOL,2668 BERKLEY AVE,MOBILE,AL,36617,MOBILE,USA
G0100970,17290,ST IGNATIUS CATHOLIC SCHOOL,3650 SPRING HILL AVE,MOBILE,AL,36608,MOBILE,USA
G0100970,14843,PRICHARD PREPARATORY SCHOOL,743 MOUNT SINAI AVE,WHISTLER,AL,36612,MOBILE,USA
G0100970,17287,DIXONS TOTAL TOUCH CHILD DEVELOPMENT CENTER, INC.,821 S WILSON AVE,PRICHARD,AL,36610,MOBILE,USA
G0100970,17282,EVANGEL CHRISTIAN SCHOOL,1277 JUBILEE DR,SARALAND,AL,36571,MOBILE,USA
G0100970,17292,NORTH MOBILE CHRISTIAN SCHOOL,1255 INDUSTRIAL PKWY,SARALAND,AL,36571,MOBILE,USA
G0100970,17293,SATSUMA CHRISTIAN SCHOOL,5600 OLD HWY 43,SATSUMA,AL,36572,MOBILE,USA
G0100970,121,WESLEYAN CHRISTIAN ACADEMY,21276 US HIGHWAY 45,CITRONELLE,AL,36522,MOBILE,USA
G0100970,125,THE LEARNING TREE,5459 ABLE CT,MOBILE,AL,36693,MOBILE,USA
G0100970,122,FAITH ACADEMY,8650 TANNER WILLIAMS RD,MOBILE,AL,36608,MOBILE,USA
G0100970,20394,GRACE BAPTIST ACADEMY,8780 HOWELLS FERRY RD,SEMMES,AL,36575,MOBILE,USA
G0100970,17288,COVENANT CHRISTIAN SCHOOL,7150 HITT RD,MOBILE,AL,36695,MOBILE,USA
G0100970,14487,WEST MOBILE BAPTIST CHURCH,7501 AIRPORT BLVD,MOBILE,AL,36608,MOBILE,USA
G0100970,126,AL-IMAN ACADEMY OF MOBILE,63 E DR,MOBILE,AL,36608,MOBILE,USA
G0100970,17296,CORPUS CHRISTI CATHOLIC SCHOOL,6300 MCKENNA DR C,MOBILE,AL,36608,MOBILE,USA
G0100970,17299,MOBILE JUNIOR ACADEMY,1900 CODY RD S,MOBILE,AL,36695,MOBILE,USA
G0100970,18475,BRIGHT BEGINNINGS ACADEMY,1901 SCHILLINGER RD S,MOBILE,AL,36695,MOBILE,USA
G0100970,17286,MONTESSORI WORLD SCHOOL,2061 LEROY STEVENS RD,MOBILE,AL,36695,MOBILE,USA
G0100970,15044,LIGHTHOUSE BAPTIST ACADEMY,6335 SWEDETOWN RD N,THEODORE,AL,36582,MOBILE,USA
G0100770,18493,LEGACY CHRISTIAN ACADEMY,510 JC MAULDIN RD,KILLEN,AL,35645,LAUDERDALE,USA
G0100770,93,RIVERHILL SCHOOL,2710 DARBY DR,FLORENCE,AL,35630,LAUDERDALE,USA
G0100770,92,MARS HILL BIBLE SCHOOL,698 COX CREEK,FLORENCE,AL,35630,LAUDERDALE,USA
G0100770,91,SHOALS CHRISTIAN SCHOOL,301 HEATHROW DR,FLORENCE,AL,35633,LAUDERDALE,USA
G0101090,142,PIKE LIBERAL ARTS SCHOOL,301 KERVIN DR,TROY,AL,36081,PIKE,USA
G0101090,144,NEW LIFE CHRISTIAN ACADEMY,601 UNION HILL RD,TROY,AL,36081,PIKE,USA
G0101150,146,BIBLE METHODIST CHRISTIAN SCHOOL,1355 CHULA VISTA DR,PELL CITY,AL,35125,ST. CLAIR,USA
G0101150,151,VICTORY CHRISTIAN SCHOOL,154 VICTORY DR,PELL CITY,AL,35125,ST. CLAIR,USA
G0101150,15365,FIRST BAPTIST KINDER/DAYCARE,2309 2ND AVE N,PELL CITY,AL,35125,ST. CLAIR,USA
G0101150,147,CALVARY CHRISTIAN ACADEMY,11831 COUNTY ROAD 31 STE 100,ASHVILLE,AL,35953,ST. CLAIR,USA
G0101050,140,MARION ACADEMY,1820 PRIER DR,MARION,AL,36756,PERRY,USA
G0200900,177,GOLDEN HEART CHRISTIAN SCHOOL,1811 FARMERS LOOP RD,FAIRBANKS,AK,99709,FAIRBANKS NORTH STAR,USA
G0200900,18466,SPRUCETREE MONTESSORI SCHOOL,286 N CUSHMAN ST,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,USA
G0200900,20811,AURORA TUTORING SCHOOL & RESOURCE CENTER,201 OLD STEESE HWY # 6,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,USA
G0200900,176,CATHOLIC SCHOOLS OF FAIRBANKS,615 MONROE ST,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,USA
G0200900,180,FAIRHILL CHRISTIAN SCHOOL,101 CITY LIGHTS BLVD,FAIRBANKS,AK,99712,FAIRBANKS NORTH STAR,USA
G0200900,20815,NORTHERN LIGHTS ACADEMY,841 B SKYLINE DR,FAIRBANKS,AK,99712,FAIRBANKS NORTH STAR,USA
G0200900,178,FAIRBANKS MONTESSORI ASSOCIATION,2014 30TH AVE,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,USA
G0200900,15489,OPEN ARMS LUTHERAN CHILD DEVELOPMENT CENTER,2980 DAVIS RD,FAIRBANKS,AK,99709,FAIRBANKS NORTH STAR,USA
G0200900,179,NORTH POLE CHRISTIAN SCHOOL,2936 BADGER RD,NORTH POLE,AK,99705,FAIRBANKS NORTH STAR,USA
G0100890,15135,THE MONTESSORI SCHOOL OF HUNTSVILLE,15975 CHANEY THOMPSON RD SE,HUNTSVILLE,AL,35803,MADISON,USA
G0100890,116,BIG COVE CHRISTIAN ACADEMY,6354 HWY 431 S,OWENS CROSS ROADS,AL,35763,MADISON,USA
G0100890,106,WILLOWBROOK WEEKDAY EARLY EDUCATION PROGRAM,7625 BAILEY COVE RD SE,HUNTSVILLE,AL,35802,MADISON,USA
